title:White Rice's Wishlist



//double perks
dimwishlist:item=4248569242&perks=3523296417,469285294#notes:Reconstruction,Demolitionist | Recombination
dimwishlist:item=1606497639&perks=776531651,2048641572#notes:Wellspring,Envious Assassin | Destabilizing Rounds,Repulsor Brace
dimwishlist:item=1606497639&perks=2048641572,776531651#notes:Wellspring,Envious Assassin | Destabilizing Rounds,Repulsor Brace
dimwishlist:item=3993415705&perks=3300816228,4104185692#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=3300816228,469285294#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=3300816228,1546637391#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=3643424744,4104185692#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=3643424744,469285294#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=3643424744,1546637391#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=951095735,4104185692#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=951095735,469285294#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=951095735,1546637391#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=3300816228,3643424744#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=3300816228,951095735#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=3643424744,3300816228#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=3643424744,951095735#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=951095735,3300816228#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=951095735,3643424744#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=4104185692,469285294#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=4104185692,1546637391#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=469285294,4104185692#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=469285294,1546637391#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=1546637391,4104185692#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=3993415705&perks=1546637391,469285294#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=3300816228,4104185692#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=3300816228,469285294#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=3300816228,1546637391#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=3643424744,4104185692#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=3643424744,469285294#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=3643424744,1546637391#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=951095735,4104185692#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=951095735,469285294#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=951095735,1546637391#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=3300816228,3643424744#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=3300816228,951095735#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=3643424744,3300816228#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=3643424744,951095735#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=951095735,3300816228#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=951095735,3643424744#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=4104185692,469285294#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=4104185692,1546637391#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=469285294,4104185692#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=469285294,1546637391#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=1546637391,4104185692#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=4043921923&perks=1546637391,469285294#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=3300816228,4104185692#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=3300816228,469285294#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=3300816228,1546637391#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=3643424744,4104185692#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=3643424744,469285294#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=3643424744,1546637391#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=951095735,4104185692#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=951095735,469285294#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=951095735,1546637391#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=3300816228,3643424744#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=3300816228,951095735#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=3643424744,3300816228#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=3643424744,951095735#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=951095735,3300816228#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=951095735,3643424744#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=4104185692,469285294#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=4104185692,1546637391#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=469285294,4104185692#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=469285294,1546637391#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=1546637391,4104185692#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=568611922&perks=1546637391,469285294#notes:Auto-Loading Holster,Impulse Amplifier,Overflow | Recombination,Vorpal Weapon,Frenzy
dimwishlist:item=2599338624&perks=3987942396,2396489472#notes:Envious Arsenal,Slideways | Chill Clip,Lead from Gold,Chain Reaction
dimwishlist:item=2599338624&perks=3987942396,2978966579#notes:Envious Arsenal,Slideways | Chill Clip,Lead from Gold,Chain Reaction
dimwishlist:item=2599338624&perks=3987942396,1556840489#notes:Envious Arsenal,Slideways | Chill Clip,Lead from Gold,Chain Reaction
dimwishlist:item=2599338624&perks=2039302152,2396489472#notes:Envious Arsenal,Slideways | Chill Clip,Lead from Gold,Chain Reaction
dimwishlist:item=2599338624&perks=2039302152,2978966579#notes:Envious Arsenal,Slideways | Chill Clip,Lead from Gold,Chain Reaction
dimwishlist:item=2599338624&perks=2039302152,1556840489#notes:Envious Arsenal,Slideways | Chill Clip,Lead from Gold,Chain Reaction
dimwishlist:item=2599338624&perks=3987942396,2039302152#notes:Envious Arsenal,Slideways | Chill Clip,Lead from Gold,Chain Reaction
dimwishlist:item=2599338624&perks=2039302152,3987942396#notes:Envious Arsenal,Slideways | Chill Clip,Lead from Gold,Chain Reaction
dimwishlist:item=2599338624&perks=2396489472,2978966579#notes:Envious Arsenal,Slideways | Chill Clip,Lead from Gold,Chain Reaction
dimwishlist:item=2599338624&perks=2396489472,1556840489#notes:Envious Arsenal,Slideways | Chill Clip,Lead from Gold,Chain Reaction
dimwishlist:item=2599338624&perks=2978966579,2396489472#notes:Envious Arsenal,Slideways | Chill Clip,Lead from Gold,Chain Reaction
dimwishlist:item=2599338624&perks=2978966579,1556840489#notes:Envious Arsenal,Slideways | Chill Clip,Lead from Gold,Chain Reaction
dimwishlist:item=2599338624&perks=1556840489,2396489472#notes:Envious Arsenal,Slideways | Chill Clip,Lead from Gold,Chain Reaction
dimwishlist:item=2599338624&perks=1556840489,2978966579#notes:Envious Arsenal,Slideways | Chill Clip,Lead from Gold,Chain Reaction
dimwishlist:item=1332123064&perks=1523832109,3078487919#notes:Reconstruction | Bait and Switch,Vorpal Weapon
dimwishlist:item=1332123064&perks=1523832109,1546637391#notes:Reconstruction | Bait and Switch,Vorpal Weapon
dimwishlist:item=1332123064&perks=3078487919,1546637391#notes:Reconstruction | Bait and Switch,Vorpal Weapon
dimwishlist:item=1332123064&perks=1546637391,3078487919#notes:Reconstruction | Bait and Switch,Vorpal Weapon
dimwishlist:item=959037361&perks=1523832109,3078487919#notes:Reconstruction | Bait and Switch,Vorpal Weapon
dimwishlist:item=959037361&perks=1523832109,1546637391#notes:Reconstruction | Bait and Switch,Vorpal Weapon
dimwishlist:item=959037361&perks=3078487919,1546637391#notes:Reconstruction | Bait and Switch,Vorpal Weapon
dimwishlist:item=959037361&perks=1546637391,3078487919#notes:Reconstruction | Bait and Switch,Vorpal Weapon
dimwishlist:item=2060863616&perks=3523296417,2396489472#notes:Demolitionist,Ambitious Assassin | Chain Reaction,Vorpal Weapon
dimwishlist:item=2060863616&perks=3523296417,1546637391#notes:Demolitionist,Ambitious Assassin | Chain Reaction,Vorpal Weapon
dimwishlist:item=2060863616&perks=2010801679,2396489472#notes:Demolitionist,Ambitious Assassin | Chain Reaction,Vorpal Weapon
dimwishlist:item=2060863616&perks=2010801679,1546637391#notes:Demolitionist,Ambitious Assassin | Chain Reaction,Vorpal Weapon
dimwishlist:item=2060863616&perks=3523296417,2010801679#notes:Demolitionist,Ambitious Assassin | Chain Reaction,Vorpal Weapon
dimwishlist:item=2060863616&perks=2010801679,3523296417#notes:Demolitionist,Ambitious Assassin | Chain Reaction,Vorpal Weapon
dimwishlist:item=2060863616&perks=2396489472,1546637391#notes:Demolitionist,Ambitious Assassin | Chain Reaction,Vorpal Weapon
dimwishlist:item=2060863616&perks=1546637391,2396489472#notes:Demolitionist,Ambitious Assassin | Chain Reaction,Vorpal Weapon
dimwishlist:item=2306182339&perks=3300816228,3078487919#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=3300816228,4104185692#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=3300816228,1556840489#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=3523296417,3078487919#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=3523296417,4104185692#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=3523296417,1556840489#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=3987942396,3078487919#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=3987942396,4104185692#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=3987942396,1556840489#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=3300816228,3523296417#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=3300816228,3987942396#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=3523296417,3300816228#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=3523296417,3987942396#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=3987942396,3300816228#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=3987942396,3523296417#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=3078487919,4104185692#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=3078487919,1556840489#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=4104185692,3078487919#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=4104185692,1556840489#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=1556840489,3078487919#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2306182339&perks=1556840489,4104185692#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2982006965&perks=3300816228,3078487919#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2982006965&perks=3300816228,4104185692#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2982006965&perks=3300816228,1556840489#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2982006965&perks=3523296417,3078487919#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2982006965&perks=3523296417,4104185692#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
dimwishlist:item=2982006965&perks=3523296417,1556840489#notes:Envious Arsenal,Auto-Loading Holster,Demolitionist | Bait and Switch,Lead from Gold,Frenzy
